,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO,Ticker,Launched
ZIL,5,CCCAGG,ZIL,USD,4,0.0211821522,1558534279,0.0,0.0,0,0.0,0.0,1157825.37498142,24584.83066935788,0.0208384666,0.0229511222,0.0203103027,0.0197315968,0.0238204446,0.0195648082,Binance,0.0,0.0,0.021252911,0.0212832362,0.0210886495,0.0014505553999999976,7.3514344262294955,0.0003436855999999974,1.6492845015765096,9290099692.44931,196784305.63863447,3607413129.1594987,76412833.54749024,ZIL,2018-01-30
KCS,5,CCCAGG,KCS,USD,1,1.08197994,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,1.05973882,1.09512242,1.04406894,1.06732102,1.09512242,1.0387614,Kucoin,0.0,0.0,1.08223268,1.08450734,1.07768336,0.01465892000000002,1.3734312100402575,0.022241120000000114,2.09873598855236,179659414.998663,194387883.06068853,8910427.749638593,9640904.0819283,KCS,2017-12-13
XVG,5,CCCAGG,XVG,USD,4,0.0121050314,1558534281,0.0,0.0,0,0.0,0.0,529903.45851038,5761.778762102763,0.0107687617,0.0121050314,0.0105329494,0.0106901576,0.0121836355,0.0103757412,BitTrex,0.0,0.0,0.0112403863,0.0121050314,0.0112403863,0.0014148738000000008,13.235294117647067,0.0013362697,12.40875912408759,16028389061.7839,194024152.88431066,485501728.22037274,5876360.945619744,XVG,2016-02-08
AOA,5,CCCAGG,AOA,USD,4,0.0190989738,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0193347636,0.0201207296,0.0185487976,0.0183130078,0.0221642412,0.0183130078,Kucoin,0.0,0.0,0.0190989738,0.0191775704,0.0190989738,0.0007859659999999991,4.291845493562227,-0.0002357898000000004,-1.2195121951219534,10000000000.0,190989738.0,12960951.335614324,247540.86998197297,AOA,2018-07-13
ELF,5,CCCAGG,ELF,USD,4,0.2159787852,1558534175,0.0,0.0,0,0.0,0.0,167.66905322000002,36.700078124992395,0.2186510118,0.2309904111,0.2136995331,0.213778128,0.2312261958,0.2134637484,OKEX,0.0,0.0,0.2158215954,0.216135975,0.2155858107,0.0022006571999999835,1.0294117647058745,-0.002672226599999994,-1.222142343637668,879999999.986466,190061330.97307694,22709726.627232663,4904819.656293499,ELF,2018-01-05
CSM,5,CCCAGG,CSM,USD,4,0.7818794699999999,1558534159,0.0,0.0,0,0.0,0.0,141.57,104.4659647,0.83016236,0.8349653699999999,0.7818794699999999,0.73031031,0.8349653699999999,0.73031031,HitBTC,0.0,0.0,0.7818794699999999,0.7818794699999999,0.7818794699999999,0.05156915999999989,7.061266874350972,-0.04828289000000008,-5.816077953714991,240000000.0,187651072.79999998,505.4399999999785,388.9684474488831,CSM,2019-04-12
SNT,5,CCCAGG,SNT,USD,4,0.0265653804,1558534251,0.0,0.0,0,0.0,0.0,28356.58220299,772.515650584502,0.0265653804,0.0277443174,0.0261724014,0.0264867846,0.0279801048,0.0260152098,OKEX,0.0,0.0,0.0266439762,0.0266439762,0.0265653804,7.859580000000102e-05,0.2967359050445142,0.0,0.0,6804870174.87817,180773964.76825312,466579217.0958555,12394873.601143105,SNT,2017-06-28
PAX,5,CCCAGG,PAX,USD,4,1.000593965312426,1558534219,0.0,0.0,0,0.0,0.0,100980.43604957,100987.27087189886,0.9891568151569717,1.022870790155441,0.9540872191806681,1.00043550558239,1.024654312477191,0.9451655133719842,Binance,0.0,0.0,0.9971981057616417,0.9896992010026631,1.016002573278115,0.00015845973003614233,0.0158390749980327,0.011437150155454323,1.1562524748554994,178457840.73,178563838.49712408,62524916.76138029,62562001.24904496,PAX,2018-10-11
XIN*,5,CCCAGG,XIN*,USD,4,172.92902,1558534278,0.0,0.0,0,0.0,0.0,0.0,0.0,169.8634601,173.2434364,138.8934447,167.0337125,173.3220405,151.8631212,BigONE,0.0,0.0,172.6932077,173.0862282,172.3001872,5.895307500000001,3.529411764705883,3.065559900000011,1.8047200370199048,1000000.0,172929020.0,7240.747990000018,1252135.453977673,XIN*,2018-03-29
ENJ,5,CCCAGG,ENJ,USD,4,0.1718877024,1558534180,0.0,0.0,0,0.0,0.0,24859.04772357,4281.537341833347,0.1682723232,0.1915365024,0.1604128032,0.1545181632,0.1918508832,0.1483091424,Binance,0.0,0.0,0.171730512,0.1718877024,0.1706301792,0.017369539200000006,11.241098677517806,0.0036153792000000184,2.14852872489492,1000000000.0,171887702.4,256452410.80233845,44081024.240499675,ENJ,2017-11-01
DGB,5,CCCAGG,DGB,USD,4,0.0144614616,1558534175,0.0,0.0,0,0.0,0.0,3972016.8499589,57807.6137852061,0.0146186514,0.0154046004,0.0139898922,0.0128109687,0.0155617902,0.0126537789,HuobiPro,0.0,0.0,0.0143828667,0.0144614616,0.0143828667,0.0016504928999999998,12.883435582822084,-0.00015718980000000056,-1.075268817204305,11406219141.0,164950600.10875648,261258882.16783908,3778551.736764102,DGB,2014-12-02
BTS,5,CCCAGG,BTS,USD,4,0.06411777119999999,1558534152,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0652964067,0.06576786089999999,0.0639606198,0.065217831,0.06584643659999999,0.0637248927,HuobiPro,0.0,0.0,0.06411777119999999,0.06419634689999999,0.0639606198,-0.0011000598000000111,-1.6867469879518242,-0.001178635500000011,-1.8050541516245653,2511953117.0,161060835.2209328,126211097.35230632,8092374.262936101,BTS,2015-01-26
BTM,5,CCCAGG,BTM,USD,2,0.1132275837,1558534152,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1142490678,0.1191993369,0.1097702529,0.1135418865,0.1157420061,0.1093773744,HuobiPro,0.0,0.0,0.1124418267,0.115506279,0.1120489482,-0.0003143027999999992,-0.27681660899653915,-0.0010214841000000113,-0.8940852819807527,1407000000.0,159311210.2659,41230060.11809784,4668380.082977955,BTM,2017-08-13
MCO,5,CCCAGG,MCO,USD,4,5.032666652,1558534215,0.0,0.0,0,0.0,0.0,0.0,0.0,4.917930654,5.32029251,4.917144791,4.960367256,5.416167796,4.883352682,BitZ,0.0,0.0,5.014591803,5.044454597000001,5.011448351,0.07229939600000002,1.457541191381496,0.11473599799999956,2.333013742409707,31587682.3632061,158970275.6432759,903347.9005027831,4546248.85401457,MCO,2016-12-19
CELR,5,CCCAGG,CELR,USD,4,0.0158709784,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0178352084,0.0183851928,0.0151638556,0.023177914,0.0250635748,0.0151638556,Binance,0.0,0.0,0.0159495476,0.0161852552,0.0158709784,-0.007306935600000002,-31.525423728813568,-0.001964230000000001,-11.013215859030842,10000000000.0,158709784.0,4223264635.8214526,67027341.81260614,CELR,2019-03-26
WTC,5,CCCAGG,WTC,USD,1,2.262879605,1558534275,0.0,0.0,0,0.0,0.0,255.00289576,587.8571518136239,2.23379779,2.35484102,2.18821008,2.16305824,2.357199005,2.14891033,HuobiPro,0.0,0.0,2.261307615,2.262879605,2.250303685,0.09982136500000038,4.614825581395367,0.029081815000000066,1.3019000703729795,70000000.0,158401572.35000002,5028389.70746277,11378651.331309201,WTC,2017-09-07
ICX,5,CCCAGG,ICX,USD,4,0.3893171919,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3996140932,0.4159633716,0.382793201,0.3792560975,0.4261816706,0.3790988929,HitBTC,0.0,0.0,0.3892385896,0.3900246126,0.3885311689,0.010061094400000026,2.6528497409326492,-0.010296901299999994,-2.5767112509834758,400228740.0,155815929.17447522,50800823.56625817,19777633.977022976,ICX,2017-09-23
NOAH,5,CCCAGG,NOAH,USD,4,0.0007072965,1558534222,0.0,0.0,0,0.0,0.0,18621.78991187,13.246533107197,0.0006287080000000001,0.000785885,0.0006287080000000001,0.0007072965,0.000785885,0.0006287080000000001,HitBTC,0.0,0.0,0.0007072965,0.0007072965,0.0007072965,0.0,0.0,7.858849999999994e-05,12.49999999999999,216000000000.0,152776044.0,273338642.12112737,193331.54029330474,NOAH,2018-05-14
CET,5,CCCAGG,CET,USD,4,0.0256921284,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0253778516,0.026320682,0.0249064364,0.0257706976,0.026320682,0.0248278672,CoinEx,0.0,0.0,0.0257706976,0.025927836,0.02553499,-7.856919999999976e-05,-0.30487804878048685,0.000314276799999999,1.238390092879253,5887885470.05742,151272309.5012096,59440988.7979913,1527165.5164209541,CET,2018-07-12
MANA,5,CCCAGG,MANA,USD,4,0.0561879175,1558534212,0.0,0.0,0,0.0,0.0,408663.61099954,23296.65744774798,0.05650225549999999,0.057995361,0.055637826,0.055480657,0.058624037,0.0554020725,OKEX,0.0,0.0,0.056109333,0.056266502,0.0560307485,0.000707260499999994,1.274787535410754,-0.0003143379999999904,-0.5563282336578412,2534519447.53985,142409369.62051466,147939480.148685,8312746.005774854,MANA,2017-09-22
WAX,5,CCCAGG,WAX,USD,4,0.07207409090000001,1558534263,0.0,0.0,0,0.0,0.0,150.0,9.89865,0.0706593323,0.0748250104,0.0701091484,0.06979475760000001,0.07506080350000001,0.0690873783,HuobiPro,0.0,0.0,0.0721526886,0.0722312863,0.07207409090000001,0.0022793333000000054,3.2657657657657735,0.00141475860000001,2.0022246941045747,1850000000.0,133337068.16500002,9090533.590996813,655191.0319033728,WAX,2018-01-08
KMD,5,CCCAGG,KMD,USD,4,1.161741994,1558534205,0.0,0.0,0,0.0,0.0,3585.03078879,4395.48307248582,1.157811879,1.244274409,1.13973335,1.129515051,1.246632478,1.113008568,HitBTC,0.0,0.0,1.16331404,1.166458132,1.161741994,0.03222694299999995,2.8531663187195506,0.003930114999999956,0.3394433129667308,113574311.0,131944046.52831614,2419410.3985793493,2810961.2630052734,KMD,2017-02-03
DENT,5,CCCAGG,DENT,USD,4,0.0012575184,1558534175,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0011789235,0.0012575184,0.0011003286,0.0010217337,0.0012575184,0.0010217337,Binance,0.0,0.0,0.0011789235,0.0012575184,0.0011789235,0.00023578469999999997,23.076923076923077,7.859489999999985e-05,6.666666666666653,100000000000.0,125751839.99999999,2966205529.5674706,3730058.031612838,DENT,2018-01-05
QASH,5,CCCAGG,QASH,USD,4,0.12204927,1558534219,0.0,0.0,0,0.0,0.0,40824.96763681,5088.28966803196,0.12255465,0.12432348,0.1187643,0.12331272,0.12533424,0.1187643,HuobiPro,0.0,0.0,0.12255465,0.12331272,0.12078582,-0.0012634499999999993,-1.0245901639344257,-0.0005053799999999997,-0.4123711340206183,1000000000.0,122049270.0,581404.3612486114,71065.61003539497,QASH,2017-11-05
POWR,5,CCCAGG,POWR,USD,4,0.1192292218,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1189148402,0.1255168538,0.1180502908,0.118286077,0.1256740446,0.1176573138,HuobiPro,0.0,0.0,0.1197793896,0.119857985,0.1191506264,0.0009431447999999898,0.7973421926910214,0.0003143815999999966,0.2643754130865801,1000000000.0,119229221.8,11023898.782285782,1314370.8730139013,POWR,2017-11-02
OLE,5,CCCAGG,OLE,USD,4,0.0117108338,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.011003468,0.0118680262,0.0091957554,0.0118680262,0.0118680262,0.0091957554,CoinTiger,0.0,0.0,0.0117108338,0.0117108338,0.0117108338,-0.00015719239999999884,-1.3245033112582685,0.0007073658,6.428571428571428,10000000000.0,117108338.0,683585.0,8005.350323173,OLE,2018-12-17
STORJ,5,CCCAGG,STORJ,USD,4,0.2737505646,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2669126952,0.2863259566,0.2647905978,0.268013042,0.2867189376,0.2637688472,HuobiPro,0.0,0.0,0.2734361798,0.274693719,0.2732789874,0.0057375226000000445,2.1407624633431253,0.0068378694000000295,2.5618374558304,424999998.0,116343989.40749888,5730604.595413276,1568756.243493739,STORJ,2017-06-30
THETA,5,CCCAGG,THETA,USD,4,0.1132587093,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1131015147,0.1182889365,0.1121583471,0.1162454067,0.1182889365,0.1117653606,Binance,0.0,0.0,0.1138088904,0.1138088904,0.112394139,-0.002986697400000002,-2.5693035835023683,0.00015719459999999352,0.13898540653230837,1000000000.0,113258709.3,30294505.000223167,3431116.535207672,THETA,2018-01-30
SC,5,CCCAGG,SC,USD,4,0.0033796022,1558534235,0.0,0.0,0,0.0,0.0,999904.08584684,3414.71831110528,0.0033796022,0.0034581976,0.0033010068,0.0033796022,0.0034581976,0.0033010068,HitBTC,0.0,0.0,0.0033796022,0.0033796022,0.0033010068,0.0,0.0,0.0,0.0,33098296530.0,111859075.76904036,538889580.1295692,1821267.8508257568,SC,2015-08-25
IOTX,5,CCCAGG,IOTX,USD,4,0.0110829243,1558534201,0.0,0.0,0,0.0,0.0,0.0,0.0,0.011004322,0.0117117427,0.0106899128,0.0103755036,0.0117117427,0.0102969013,Binance,0.0,0.0,0.0110829243,0.0111615266,0.011004322,0.0007074206999999992,6.81818181818181,7.860229999999933e-05,0.7142857142857082,10000000000.0,110829243.0,171543398.17708376,1901202.4961613773,IOTX,2018-06-01
NAS,5,CCCAGG,NAS,USD,2,1.100239,1558534222,0.0,0.0,0,0.0,0.0,0.0,0.0,1.12538732,1.140319135,1.09238015,1.115170815,1.15210741,1.091594265,Binance,0.0,0.0,1.104168425,1.104168425,1.100239,-0.01493181499999996,-1.3389711064129632,-0.025148320000000002,-2.2346368715083798,100000000.0,110023900.0,3221552.461283271,3544477.658449845,NAS,2015-01-29
BZ,5,CCCAGG,BZ,USD,4,0.091533817,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.088783874,0.09310521299999999,0.08854816459999999,0.09035527,0.09609086539999999,0.08791960619999999,BitZ,0.0,0.0,0.0910623982,0.0916123868,0.0910623982,0.001178547000000002,1.3043478260869588,0.0027499430000000047,3.097345132743368,1182226721.0,108213724.33252406,64118348.070501804,5868997.138627616,BZ,2018-08-01
PAI*,5,CCCAGG,PAI*,USD,4,0.0513227962,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0528947042,0.0558813294,0.0262508636,0.0532090858,0.0558813294,0.0262508636,HuobiPro,0.0,0.0,0.0515585824,0.0516371778,0.0511656054,-0.0018862896000000004,-3.5450516986706067,-0.0015719080000000038,-2.971768202080245,2100000000.0,107777872.02,62682689.667520404,3217050.9070739956,PAI*,2018-07-13
R,5,CCCAGG,R,USD,4,0.1040603096,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1032743556,0.1075185072,0.1022526154,0.1031171648,0.1094833922,0.099030204,BTCAlpha,0.0,0.0,0.1042960958,0.1042960958,0.1022526154,0.0009431448000000037,0.914634146341467,0.0007859539999999915,0.7610350076103418,1000000000.0,104060309.6,3557876.668171201,370233.74760851165,R,2017-09-21
SCRL,5,CCCAGG,SCRL,USD,4,0.101110716,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.09787436399999999,0.1036644,0.09367722,0.107457,0.107457,0.09367722,IDAX,0.0,0.0,0.101110716,0.101110716,0.101110716,-0.006346283999999994,-5.905882352941171,0.0032363520000000118,3.3066391113407514,1000000000.0,101110716.0,62485.37899999975,6317.9414102213395,SCRL,2018-08-03
POLY,5,CCCAGG,POLY,USD,4,0.09895160859999999,1558534233,0.0,0.0,0,0.0,0.0,14256.77114512,1418.249346159844,0.0952576248,0.1019382338,0.0948646478,0.09667234200000001,0.1020168292,0.0943930754,HuobiPro,0.0,0.0,0.0988730132,0.099030204,0.0988730132,0.0022792665999999823,2.357723577235754,0.0036939837999999947,3.8778877887788727,1000000000.0,98951608.6,56572742.62234811,5597971.404303035,POLY,2015-06-25
VEST,5,CCCAGG,VEST,USD,4,0.0109250386,1558534261,0.0,0.0,0,0.0,0.0,0.0,0.0,0.011396623,0.0114752204,0.0106892464,0.0113180256,0.0114752204,0.010610649,BTCAlpha,0.0,0.0,0.011003636,0.011003636,0.0109250386,-0.00039298699999999916,-3.4722222222222148,-0.000471584399999999,-4.137931034482749,8848000000.0,96664741.5328,20232932.53380398,221045.56892300432,VEST,2018-10-04
ABT,5,CCCAGG,ABT,USD,4,0.5167841664,1558534141,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5438964744,0.5499476272,0.5088469400000001,0.5534054288,0.5545056384,0.5061750024,OKEX,0.0,0.0,0.517491444,0.5185130672,0.5159983024000001,-0.036621262399999965,-6.617438227776194,-0.027112307999999974,-4.984828781967919,186000000.0,96121854.95040001,15653729.93689794,8089599.776490526,ABT,2018-03-02
TRUE,5,CCCAGG,TRUE,USD,4,0.9579983000000001,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9200828000000001,0.9731645000000001,0.9023888999999999,0.9175551000000001,0.9731645000000001,0.8745842,OKEX,0.0,0.0,0.9453598,0.9579983000000001,0.9453598,0.04044320000000001,4.4077134986225905,0.03791549999999999,4.12087912087912,100000000.0,95799830.00000001,60808977.87626879,58254897.43020312,TRUE,2018-05-11
STRAT,5,CCCAGG,STRAT,USD,4,0.9187895779999999,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.924291312,0.942368438,0.902284376,0.902284376,0.9447263239999999,0.886565136,HitBTC,0.0,0.0,0.914859768,0.91957554,0.914859768,0.01650520199999994,1.8292682926829205,-0.005501734000000091,-0.5952380952381051,99337262.1701463,91270041.18898408,2613109.386863566,2400897.6708242144,STRAT,2016-08-11
GNT,5,CCCAGG,GNT,USD,1,0.0904717077,1558534188,0.0,0.0,0,0.0,0.0,38830.31193049,3568.50478868046,0.0917293509,0.0980961696,0.0894498726,0.09133633740000001,0.0988035939,0.08921406450000001,Bitinfi,0.0,0.0,0.0901572969,0.0904717077,0.0900786942,-0.000864629700000008,-0.9466437177280638,-0.0012576432000000054,-1.3710368466152585,1000000000.0,90471707.7,29972463.186354123,2711715.3886026465,GNT,2017-02-03
ILC,5,CCCAGG,ILC,USD,4,0.07852369769999999,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0787595046,0.0789953115,0.0747507873,0.0795455276,0.07985993679999999,0.07435777579999998,IDAX,0.0,0.0,0.0777376747,0.0786023,0.0773446632,-0.001021829900000007,-1.284584980237163,-0.00023580690000001014,-0.29940119760480327,1141635000.0,89645401.6237395,4371243.224499989,343246.18153381033,ILC,2017-05-10
LRC,5,CCCAGG,LRC,USD,4,0.0640478345,1558534215,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0651480427,0.06648400980000001,0.0624761085,0.0627904537,0.0666411824,0.0623189359,OKEX,0.0,0.0,0.0640478345,0.06428359339999999,0.0640478345,0.0012573807999999992,2.0025031289111377,-0.001100208200000008,-1.6887816646562244,1395076054.52386,89351600.25505716,28669906.86171739,1836245.4498096898,LRC,2017-09-07
QNT,5,CCCAGG,QNT,USD,2,1.938948518,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,1.964885,2.0041827,1.880787922,1.94523615,2.01204224,1.87450029,Upbit,0.0,0.0,1.942092334,1.942092334,1.938948518,-0.006287632000000043,-0.3232323232323254,-0.025936482000000094,-1.320000000000005,45467000.0,88158172.267906,14347.030053099988,27818.15265915968,QNT,2019-02-05
BIX,5,CCCAGG,BIX,USD,4,0.31995618,1558534146,0.0,0.0,0,0.0,0.0,0.0,0.0,0.32779081,0.33132903,0.31262701,0.3260217,0.33891093,0.31262701,HuobiPro,0.0,0.0,0.32501078,0.32501078,0.31995618,-0.006065520000000046,-1.860465116279084,-0.007834630000000009,-2.390131071703935,262971747.0,84139435.61804645,864683.8438719998,276660.93959300144,BIX,2018-06-04
ADK,5,CCCAGG,ADK,USD,1,3.35059011,1558534143,0.0,0.0,0,0.0,0.0,52074.77475999999,128548.3939097479,2.55754638,3.35059011,2.4522264,2.69509113,3.44176263,2.65972248,AidosMarket,0.0,0.0,2.99926152,3.35059011,2.99926152,0.6554989800000004,24.321959755030637,0.7930437300000004,31.007990165949618,25000000.0,83764752.75,469128.49610904994,1525924.4680005705,ADK,2018-04-16
UBTC,5,CCCAGG,UBTC,USD,4,4.138147845,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,4.22853474,4.22853474,4.138147845,4.22853474,4.22853474,4.138147845,ZB,0.0,0.0,4.138147845,4.138147845,4.138147845,-0.09038689499999997,-2.1375464684014864,-0.09038689499999997,-2.1375464684014864,20166000.0,83449889.44227,15568.583400000012,64425.09984641282,UBTC,2017-12-26
ARDR,5,CCCAGG,ARDR,USD,4,0.0832337994,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.07820361699999999,0.09211521519999999,0.07820361699999999,0.078989583,0.09038609,0.07733905440000001,HitBTC,0.0,0.0,0.0831552028,0.0832337994,0.0831552028,0.0042442164000000004,5.373134328358209,0.005030182400000013,6.432160804020118,998999495.0,83150523.5675313,40238281.39732003,3349185.042025287,ARDR,2016-10-13
AERGO,5,CCCAGG,AERGO,USD,2,0.164424924,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.167097222,0.1729134,0.158372955,0.162852984,0.174956922,0.156015045,BitTrex,0.0,0.0,0.164817909,0.165210894,0.164424924,0.001571939999999994,0.9652509652509614,-0.0026722979999999896,-1.59924741298212,500000000.0,82212462.0,6084090.22063719,1000376.0721374132,AERGO,2019-01-16
ATOM,5,CCCAGG,ATOM,USD,4,4.43,1558533799,62.41,276.35148,1558533799.1691,38179.50237516001,176110.2061891069,54387.68505187,252812.56877126775,4.8,4.81,4.41,4.62,4.83,4.41,Kraken,568.0,2516.2735999999995,4.44,4.45,4.43,-0.1900000000000004,-4.112554112554121,-0.3700000000000001,-7.708333333333337,18551032.8258404,82181075.41847296,4330082.971574184,19194142.68806512,ATOM,2019-04-24
SAN,5,CCCAGG,SAN,USD,4,0.9861,1558533277,37.09148,36.577392087199996,360259167,25116.62004761,24986.610173699268,65345.09242181001,64385.11989235805,0.967,1.03,0.967,0.9798,1.03,0.966,Bitfinex,0.0,0.0,0.9861,0.9861,0.9861,0.006299999999999972,0.6429883649724405,0.019100000000000006,1.9751809720785944,83337000.0,82178615.7,85985.79004636974,84738.9118199364,SAN,2017-07-12
MAID,5,CCCAGG,MAID,USD,4,0.1805085965,1558534212,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1757935265,0.181530195,0.1754791885,0.172257224,0.1817659485,0.171785717,Poloniex,0.0,0.0,0.1806657655,0.1812944415,0.180430012,0.00825137250000002,4.790145985401472,0.004715070000000016,2.68216361198034,452552412.0,81689600.73280977,2831853.720309097,511173.94054629863,MAID,2015-01-29
FCT,5,CCCAGG,FCT,USD,4,8.57555457,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,8.465510790000002,8.85852429,8.28472458,8.51267241,8.8821051,8.26900404,Poloniex,0.0,0.0,8.57555457,8.57555457,8.57555457,0.06288215999999913,0.7386888273314763,0.11004377999999804,1.2999071494892986,9472337.92,81230550.73844029,14861.434148091095,127445.03952541664,FCT,2015-10-05
DAI,5,CCCAGG,DAI,USD,1,0.9996440999683645,1558534159,0.0,0.0,0,0.0,0.0,53381.44478906,53276.6599718963,0.9843464039562323,1.00405131667792,0.968544061302682,1.003772236340534,1.014976310929093,0.9584454976303316,HitBTC,0.0,0.0,0.9970418868817541,0.9970025635969236,1.002617697219688,-0.004128136372169466,-0.41126225877889083,0.015297696012132156,1.5540968048085997,80949791.3092766,80920981.27598873,380760.38257414737,380539.08358266915,DAI,2018-01-19
CVC,5,CCCAGG,CVC,USD,4,0.0796043764,1558534168,0.0,0.0,0,0.0,0.0,0.0,0.0,0.07881854840000001,0.0855766692,0.07881854840000001,0.0779541376,0.085655252,0.0770897268,HuobiPro,0.0,0.0,0.07991870759999999,0.07991870759999999,0.0796043764,0.0016502387999999951,2.1169354838709613,0.0007858279999999884,0.997008973080743,1000000000.0,79604376.39999999,40388653.00333545,3215113.5359665058,CVC,2017-07-17
MSD,5,CCCAGG,MSD,USD,4,0.0024361753,1558534218,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0024361753,0.0025147616,0.002357589,0.0025147616,0.0025147616,0.002357589,Tidex,0.0,0.0,0.0024361753,0.0024361753,0.0024361753,-7.858629999999995e-05,-3.124999999999998,0.0,0.0,30000000000.0,73085259.0,2316396.720856919,5643.148476352621,MSD,2017-10-01
MEDX,5,CCCAGG,MEDX,USD,4,0.007302163,1558534211,0.0,0.0,0,0.0,0.0,0.0,0.0,0.007377964,0.007453764999999999,0.007302163,0.0076154738,0.0076154738,0.007302163,Gateio,0.0,0.0,0.007302163,0.007302163,0.007302163,-0.0003133107999999992,-4.11413404114133,-7.580099999999947e-05,-1.0273972602739654,10000000000.0,73021630.0,300107888.14854634,2191436.7168464535,MEDX,2018-07-10
